0:0:30;61.60;26.60;61.27;5.00;[37,16,27,19,19,8,25,16,19,19,19,19,24,8,19,8];
0:1:30;59.80;26.50;61.27;5.00;[8,30,0,19,24,8,8,8,24,19,0,19,19,19,0,8];
0:2:30;59.30;26.30;61.27;5.00;[30,24,16,19,19,24,0,25,19,19,19,16,19,24,0,19];
0:3:30;59.50;26.40;61.27;5.00;[19,19,8,19,27,30,0,19,19,19,19,19,24,24,0,19];
0:4:30;59.50;26.30;61.28;5.00;[24,24,0,19,19,27,19,19,19,19,0,19,30,19,0,16];
0:5:30;61.30;26.30;61.28;5.00;[0,33,0,19,19,24,0,0,19,19,0,19,24,24,0,19];
0:6:30;62.50;26.30;61.28;5.00;[19,19,0,19,8,30,0,19,8,19,8,19,0,24,8,19];
0:7:30;65.60;26.20;61.28;5.00;[0,35,0,19,19,24,8,19,19,19,8,19,16,30,0,16];
0:8:30;68.80;26.10;61.28;5.00;[30,8,33,8,25,27,0,33,16,19,8,19,30,24,0,19];
0:9:30;66.90;26.30;61.28;5.00;[0,24,19,19,24,24,19,19,8,19,8,24,24,24,0,16];
0:10:30;69.10;26.20;61.29;5.00;[8,37,8,19,8,30,8,19,19,19,19,19,19,19,0,19];
0:11:30;65.60;26.10;61.29;5.00;[24,19,19,16,19,19,8,19,19,19,19,19,19,8,8,8];
0:12:30;63.20;26.30;61.29;5.00;[19,30,33,19,19,30,0,19,19,8,19,19,8,19,0,19];
0:13:30;58.00;26.00;61.29;5.00;[19,0,19,24,19,19,8,30,0,19,19,19,24,24,0,19];
0:14:30;59.10;25.80;61.28;5.00;[19,19,19,27,19,24,8,19,16,30,0,19,19,24,8,19];
0:15:30;55.90;25.70;61.28;5.00;[19,30,19,24,19,24,0,27,8,8,16,19,19,24,0,19];
0:16:30;56.90;25.50;61.29;5.00;[27,30,19,30,0,30,0,19,19,19,0,19,19,19,0,0];
0:17:30;57.70;25.40;61.29;5.00;[30,16,24,19,19,27,8,27,8,19,19,19,19,24,8,19];
0:18:30;62.70;25.10;61.29;5.00;[19,30,19,30,19,30,0,19,19,19,19,19,24,8,0,19];
0:19:30;56.00;25.10;61.29;5.00;[19,19,19,0,19,24,0,19,19,19,19,19,24,24,0,16];
0:20:29;62.70;24.90;61.29;5.00;[19,30,19,19,19,19,8,27,19,19,19,8,24,24,0,19];
0:21:29;58.50;24.70;61.28;5.00;[8,19,19,16,19,24,0,19,19,24,19,19,24,8,0,19];
0:22:29;58.60;24.60;61.28;5.00;[38,33,27,19,19,19,19,19,19,19,8,19,0,24,0,19];
0:23:29;55.90;24.40;61.28;5.00;[30,19,19,19,19,30,0,30,19,19,19,19,19,19,8,19];
0:24:29;59.00;24.20;61.28;5.00;[30,32,19,19,16,30,19,24,16,19,8,19,19,19,0,0];
0:25:29;60.00;24.00;61.28;5.00;[33,8,0,19,19,24,8,16,30,19,0,19,19,24,0,19];
0:26:29;62.50;24.00;61.27;5.00;[19,19,8,24,27,24,0,19,19,19,19,19,19,24,16,19];
0:27:29;56.20;24.00;61.27;5.00;[33,16,27,19,19,24,8,19,19,19,19,19,19,19,19,16];
0:28:29;57.20;24.10;61.27;5.00;[30,19,24,19,19,24,0,19,8,16,19,16,19,24,0,19];
0:29:29;59.30;24.00;61.26;5.00;[19,19,19,19,8,24,0,19,19,19,19,19,24,24,8,19];
0:30:29;57.90;23.90;61.26;5.00;[30,27,8,24,19,24,0,19,19,19,8,8,19,24,0,19];
0:31:29;57.60;23.80;61.26;5.00;[19,33,8,30,19,19,25,19,19,19,0,27,0,19,19,19];
0:32:29;62.00;23.70;61.26;5.00;[0,24,8,19,19,24,0,19,19,19,16,19,24,8,0,16];
0:33:29;71.50;23.80;61.25;5.00;[33,19,19,25,19,8,0,19,19,8,19,19,19,24,0,0];
0:34:29;66.00;24.00;61.25;5.00;[16,24,0,19,19,19,0,19,19,19,0,19,0,30,19,16];
0:35:29;63.70;23.80;61.25;5.00;[19,25,32,19,19,19,0,16,24,19,19,19,0,19,8,19];
0:36:29;64.70;23.80;61.25;5.00;[8,27,19,19,19,30,8,19,19,19,19,16,19,19,0,19];
0:37:29;58.50;23.80;61.24;5.00;[37,0,35,30,19,30,0,19,24,19,8,24,19,24,0,16];
0:38:29;59.50;23.70;61.25;5.00;[8,27,0,19,19,19,0,19,8,24,0,0,24,19,0,8];
0:39:29;62.30;23.80;61.24;5.00;[30,24,33,19,19,19,8,16,19,19,19,19,27,19,0,19];
0:40:29;68.30;23.90;61.23;5.00;[19,19,30,19,25,30,0,30,19,24,19,19,24,8,0,19];
0:41:29;65.10;23.90;61.23;5.00;[19,19,0,19,19,24,8,25,0,19,0,19,19,19,0,0];
0:42:29;67.10;24.00;61.23;5.00;[8,30,16,8,19,24,0,19,16,19,19,0,19,19,0,19];
0:43:29;75.00;24.20;61.22;5.00;[16,30,19,27,19,24,0,19,8,30,19,19,16,19,0,19];
0:44:29;74.80;24.50;61.22;5.00;[25,19,19,19,24,19,16,19,19,19,19,8,24,24,16,0];
0:45:29;73.40;24.70;61.21;5.00;[19,16,37,24,19,19,8,27,19,19,19,19,19,19,8,19];
0:46:29;66.30;24.80;61.20;5.00;[19,30,19,8,19,8,0,8,19,19,19,19,24,19,0,8];
0:47:29;59.80;24.90;61.20;5.00;[30,0,33,19,19,19,0,30,19,19,19,19,24,8,0,8];
0:48:29;72.80;25.00;61.19;5.00;[16,33,0,19,16,24,8,19,19,19,19,19,19,24,8,19];
0:49:29;74.60;25.20;61.20;5.00;[19,30,16,19,8,30,0,19,8,19,19,19,24,19,0,27];
0:50:29;65.20;25.10;61.20;5.00;[35,16,30,19,19,24,0,27,8,19,19,19,19,24,0,19];
0:51:29;67.90;25.20;61.19;5.00;[33,30,0,35,19,24,8,32,19,19,19,19,0,24,0,19];
0:52:29;71.80;25.40;61.19;5.00;[8,30,0,19,19,19,25,19,0,19,0,8,0,8,8,16];
0:53:29;66.70;25.60;61.19;5.00;[24,19,8,24,19,19,0,19,8,19,19,19,19,24,0,16];
0:54:29;58.20;25.60;61.18;5.00;[19,27,27,19,19,30,0,19,19,19,19,19,19,19,0,16];
0:55:29;63.80;25.50;61.18;5.00;[0,19,19,19,19,24,0,19,19,24,19,8,19,16,0,27];
0:56:29;63.20;25.30;61.17;5.00;[24,19,19,19,19,19,0,24,16,24,19,19,24,19,0,0];
0:57:29;56.10;25.00;61.17;5.00;[30,19,19,30,19,24,0,19,19,27,27,19,24,24,0,16];
0:58:29;57.70;24.80;61.16;5.00;[0,37,19,24,19,24,8,19,8,19,8,19,24,19,0,27];
0:59:29;58.10;24.60;61.16;5.00;[30,19,16,19,27,30,0,19,19,19,19,19,19,24,0,19];
1:0:29;68.70;24.50;61.16;5.00;[27,19,0,19,19,30,0,27,19,0,19,19,24,24,0,19];
1:1:29;76.90;24.90;61.14;5.00;[24,19,19,30,19,19,0,19,19,19,19,19,19,19,0,24];
1:2:28;69.70;25.10;61.14;5.00;[8,19,0,19,19,19,19,24,19,19,8,19,19,24,0,19];
1:3:28;67.00;25.00;61.13;5.00;[19,24,0,33,0,19,0,19,19,19,0,19,24,24,0,19];
1:4:28;67.70;25.00;61.13;5.00;[19,30,8,8,33,19,0,27,19,19,0,19,24,19,0,8];
1:5:28;61.90;25.00;61.12;5.00;[0,37,0,19,19,24,0,19,19,8,19,19,19,19,0,19];
1:6:28;67.10;25.00;61.12;5.00;[24,30,19,27,33,24,0,19,19,30,19,19,24,19,0,8];
1:7:28;67.10;25.00;61.11;5.00;[0,32,27,16,24,24,0,19,19,16,0,19,0,24,0,16];
1:8:28;68.80;25.00;61.11;5.00;[30,19,8,19,24,19,0,30,19,24,8,19,19,19,0,8];
1:9:28;75.20;25.20;61.11;5.00;[19,27,0,19,8,27,0,19,8,19,19,8,19,24,0,19];
1:10:28;73.50;25.50;61.10;5.00;[24,27,0,19,19,19,0,19,19,19,8,19,24,19,0,19];
1:11:28;66.90;25.50;61.09;5.00;[30,0,33,19,19,24,0,19,19,19,19,19,24,19,8,8];
1:12:28;59.00;25.30;61.09;5.00;[19,8,30,33,19,24,19,16,19,19,0,19,24,19,0,0];
